,Description (also set on the server),Exp (also set on the server),Card,Tome Section,Index,Flag 1,Flag 2,"Flag 3 ",Flag 4,Flag 5,Flag 6,Flag 7,Flag 8,Flag 9,Flag 10,Flag 11,Flag 12,Flag 13,Flag 14,Flag 15,Flag 16,Flag 17,Flag 18,Flag 19,Flag 20,Flag 21,Flag 22,Flag 23,Flag 24,Flag 25,Flag 26,Flag 27,Flag 28,Flag 29,Flag 30,Flag 31,Flag 32,Flag 33,Flag 34,Flag 35,Flag 36
9160,Valley of the Damned - Stage #1,66,,20,513,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9161,Valley of the Damned - Stage #2,66,,20,513,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9162,Valley of the Damned - Stage #3,66,,20,513,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9163,Valley of the Damned - Stage #4,66,,20,513,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9164,Echoes of War - Stage #1,66,,20,515,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165,Echoes of War - Stage #2,66,,20,515,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166,Echoes of War - Stage #3,66,,20,515,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9167,Echoes of War - Stage #4,66,,20,515,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9168,The Grisly Herd - Stage #1,66,,20,515,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9169,The Grisly Herd - Stage #2,66,,20,515,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9170,The Grisly Herd - Stage #3,66,,20,515,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9171,The Grisly Herd - Stage #4,66,,20,515,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9172,Shrine of Tzeentch - Stage #1,66,,20,515,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9173,Shrine of Tzeentch - Stage #2,66,,20,515,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9174,Shrine of Tzeentch - Stage #3,66,,20,515,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9175,Shrine of Tzeentch - Stage #4,66,,20,515,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9176,Bitterschaum Swamp - Stage #1,66,,20,516,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9177,Bitterschaum Swamp - Stage #2,66,,20,516,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9178,Bitterschaum Swamp - Stage #3,66,,20,516,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9179,Bitterschaum Swamp - Stage #4,66,,20,516,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9180,Wagon Defense - Stage #1,66,,20,516,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9181,Wagon Defense - Stage #2,66,,20,516,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9182,Wagon Defense - Stage #3,66,,20,516,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9183,Wagon Defense - Stage #4,66,,20,516,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9184,Witch Fire Glade - Stage #1,66,,20,516,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9185,Witch Fire Glade - Stage #2,66,,20,516,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9186,Witch Fire Glade - Stage #3,66,,20,516,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9187,Witch Fire Glade - Stage #4,66,,20,516,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9188,Meuselbach Farm - Stage #1,66,,20,517,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9189,Meuselbach Farm - Stage #2,66,,20,517,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9190,Meuselbach Farm - Stage #3,66,,20,517,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9191,Meuselbach Farm - Stage #4,66,,20,517,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9192,Unterbaum Castle - Stage #1,66,,20,517,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9193,Unterbaum Castle - Stage #2,66,,20,517,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9194,Unterbaum Castle - Stage #3,66,,20,517,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9195,Unterbaum Castle - Stage #4,66,,20,517,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9196,Unterbaum Cemetary - Stage #1,66,,20,517,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9197,Unterbaum Cemetary - Stage #2,66,,20,517,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9198,Unterbaum Cemetary - Stage #3,66,,20,517,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9199,Unterbaum Cemetary - Stage #4,66,,20,517,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9200,Root of Rebellion - Stage #1,66,,20,518,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9201,Root of Rebellion - Stage #2,66,,20,518,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9202,Root of Rebellion - Stage #3,66,,20,518,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9203,Root of Rebellion - Stage #4,66,,20,518,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9204,Fields of Ruin - Stage #1,66,,20,518,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9205,Fields of Ruin - Stage #2,66,,20,518,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9206,Fields of Ruin - Stage #3,66,,20,518,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9207,Fields of Ruin - Stage #4,66,,20,518,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9208,Heinrich Estate - Stage #1,66,,20,518,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,Heinrich Estate - Stage #2,66,,20,518,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9210,Heinrich Estate - Stage #3,66,,20,518,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9211,Heinrich Estate - Stage #4,66,,20,518,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9212,Reik River Bandits - Stage #1,66,,20,520,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9213,Reik River Bandits - Stage #2,66,,20,520,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9214,Reik River Bandits - Stage #3,66,,20,520,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9215,Reik River Bandits - Stage #4,66,,20,520,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9216,The Enemy Within - Stage #1,66,,20,520,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9217,The Enemy Within - Stage #2,66,,20,520,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9218,The Enemy Within - Stage #3,66,,20,520,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9219,The Enemy Within - Stage #4,66,,20,520,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9220,Castle Grauenburg - Stage #1,66,,20,520,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9221,Castle Grauenburg - Stage #2,66,,20,520,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9222,Castle Grauenburg - Stage #3,66,,20,520,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9223,Castle Grauenburg - Stage #4,66,,20,520,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9224,Screaming Daemons - Stage #1,66,,20,521,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9225,Screaming Daemons - Stage #2,66,,20,521,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9226,Screaming Daemons - Stage #3,66,,20,521,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9227,Screaming Daemons - Stage #4,66,,20,521,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9228,The Sundered Fortress - Stage #1,66,,20,521,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9229,The Sundered Fortress - Stage #2,66,,20,521,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9230,The Sundered Fortress - Stage #3,66,,20,521,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9231,The Sundered Fortress - Stage #4,66,,20,521,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9232,Unlikely Allies - Stage #1,66,,20,521,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9233,Unlikely Allies - Stage #2,66,,20,521,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9234,Unlikely Allies - Stage #3,66,,20,521,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9235,Unlikely Allies - Stage #4,66,,20,521,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9236,Broken Ground - Stage #1,66,,20,522,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9237,Broken Ground - Stage #2,66,,20,522,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9238,Broken Ground - Stage #3,66,,20,522,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9239,Broken Ground - Stage #4,66,,20,522,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9240,Eyes in the Dark - Stage #1,66,,20,522,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9241,Eyes in the Dark - Stage #2,66,,20,522,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9242,Eyes in the Dark - Stage #3,66,,20,522,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9243,Eyes in the Dark - Stage #4,66,,20,522,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9244,Gospodar Square - Stage #1,66,,20,522,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9245,Gospodar Square - Stage #2,66,,20,522,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9246,Gospodar Square - Stage #3,66,,20,522,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9247,Gospodar Square - Stage #4,66,,20,522,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9248,Beasts of War - Stage #1,66,,20,524,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9249,Beasts of War - Stage #2,66,,20,524,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9250,Beasts of War - Stage #3,66,,20,524,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9251,Beasts of War - Stage #4,66,,20,524,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9252,Griffon's Last Stand - Stage #1,66,,20,524,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9253,Griffon's Last Stand - Stage #2,66,,20,524,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9254,Griffon's Last Stand - Stage #3,66,,20,524,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9255,Griffon's Last Stand - Stage #4,66,,20,524,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9256,Hell's Fall - Stage #1,66,,20,524,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,Hell's Fall - Stage #2,66,,20,524,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9258,Hell's Fall - Stage #3,66,,20,524,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9259,Hell's Fall - Stage #4,66,,20,524,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9260,Dance of Bones - Stage #1,66,,20,525,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9261,Dance of Bones - Stage #2,66,,20,525,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9262,Dance of Bones - Stage #3,66,,20,525,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9263,Dance of Bones - Stage #4,66,,20,525,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9264,Lost Artifacts - Stage #1,66,,20,525,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9265,Lost Artifacts - Stage #2,66,,20,525,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9266,Lost Artifacts - Stage #3,66,,20,525,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9267,Lost Artifacts - Stage #4,66,,20,525,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9268,Razing an Army - Stage #1,66,,20,525,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9269,Razing an Army - Stage #2,66,,20,525,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9270,Razing an Army - Stage #3,66,,20,525,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9271,Razing an Army - Stage #4,66,,20,525,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9272,Madness - Stage #1,66,,20,527,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9273,Madness - Stage #2,66,,20,527,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9274,Madness - Stage #3,66,,20,527,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9275,Madness - Stage #4,66,,20,527,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9276,The Siren Sea - Stage #1,66,,20,527,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9277,The Siren Sea - Stage #2,66,,20,527,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9278,The Siren Sea - Stage #3,66,,20,527,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9279,The Siren Sea - Stage #4,66,,20,527,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9280,The Reaping Field - Stage #1,66,,20,527,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9281,The Reaping Field - Stage #2,66,,20,527,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9282,The Reaping Field - Stage #3,66,,20,527,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9283,The Reaping Field - Stage #4,66,,20,527,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9284,The Fall of Night - Stage #1,66,,20,528,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9285,The Fall of Night - Stage #2,66,,20,528,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9286,The Fall of Night - Stage #3,66,,20,528,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9287,The Fall of Night - Stage #4,66,,20,528,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9288,Altar of Madness - Stage #1,66,,20,528,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9289,Altar of Madness - Stage #2,66,,20,528,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9290,Altar of Madness - Stage #3,66,,20,528,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9291,Altar of Madness - Stage #4,66,,20,528,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9292,Ebon Keep - Stage #1,66,,20,528,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9293,Ebon Keep - Stage #2,66,,20,528,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9294,Ebon Keep - Stage #3,66,,20,528,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9295,Ebon Keep - Stage #4,66,,20,528,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9296,Stage #1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9297,Stage #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9298,Stage #3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9299,Stage #4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9300,House Arkaneth - Stage #1,66,,20,601,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9301,House Arkaneth - Stage #2,66,,20,601,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9302,House Arkaneth - Stage #3,66,,20,601,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9303,House Arkaneth - Stage #4,66,,20,601,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9304,Thanalorn Forest - Stage #1,66,,20,602,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9305,Thanalorn Forest - Stage #2,66,,20,602,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9306,Thanalorn Forest - Stage #3,66,,20,602,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9307,Thanalorn Forest - Stage #4,66,,20,602,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9308,The Swale of Miralei - Stage #1,66,,20,602,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9309,The Swale of Miralei - Stage #2,66,,20,602,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9310,The Swale of Miralei - Stage #3,66,,20,602,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9311,The Swale of Miralei - Stage #4,66,,20,602,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312,The Forlorn Isle - Stage #1,66,,20,602,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9313,The Forlorn Isle - Stage #2,66,,20,602,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314,The Forlorn Isle - Stage #3,66,,20,602,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9315,The Forlorn Isle - Stage #4,66,,20,602,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9316,Ruins of Erraneth - Stage #1,66,,20,603,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9317,Ruins of Erraneth - Stage #2,66,,20,603,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9318,Ruins of Erraneth - Stage #3,66,,20,603,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9319,Ruins of Erraneth - Stage #4,66,,20,603,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9320,Shattered Beach - Stage #1,66,,20,603,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9321,Shattered Beach - Stage #2,66,,20,603,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9322,Shattered Beach - Stage #3,66,,20,603,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9323,Shattered Beach - Stage #4,66,,20,603,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9324,Thrallseekers - Stage #1,66,,20,603,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9325,Thrallseekers - Stage #2,66,,20,603,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9326,Thrallseekers - Stage #3,66,,20,603,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9327,Thrallseekers - Stage #4,66,,20,603,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9328,Blackwood Hill Garrison - Stage #1,66,,20,605,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9329,Blackwood Hill Garrison - Stage #2,66,,20,605,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9330,Blackwood Hill Garrison - Stage #3,66,,20,605,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9331,Blackwood Hill Garrison - Stage #4,66,,20,605,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9332,Elisia - Stage #1,66,,20,605,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9333,Elisia - Stage #2,66,,20,605,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9334,Elisia - Stage #3,66,,20,605,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9335,Elisia - Stage #4,66,,20,605,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9336,Stone of Imrathir - Stage #1,66,,20,605,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9337,Stone of Imrathir - Stage #2,66,,20,605,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9338,Stone of Imrathir - Stage #3,66,,20,605,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9339,Stone of Imrathir - Stage #4,66,,20,605,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9340,Mirelen - Stage #1,66,,20,606,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9341,Mirelen - Stage #2,66,,20,606,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342,Mirelen - Stage #3,66,,20,606,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9343,Mirelen - Stage #4,66,,20,606,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9344,Cold-Hearted Predators - Stage #1,66,,20,606,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9345,Cold-Hearted Predators - Stage #2,66,,20,606,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9346,Cold-Hearted Predators - Stage #3,66,,20,606,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9347,Cold-Hearted Predators - Stage #4,66,,20,606,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9348,Broken Dunes - Stage #1,66,,20,606,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9349,Broken Dunes - Stage #2,66,,20,606,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9350,Broken Dunes - Stage #3,66,,20,606,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9351,Broken Dunes - Stage #4,66,,20,606,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9352,Broken Spirits - Stage #1,66,,20,607,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9353,Broken Spirits - Stage #2,66,,20,607,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9354,Broken Spirits - Stage #3,66,,20,607,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9355,Broken Spirits - Stage #4,66,,20,607,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9356,Laurilion Caves - Stage #1,66,,20,607,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9357,Laurilion Caves - Stage #2,66,,20,607,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9358,Laurilion Caves - Stage #3,66,,20,607,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9359,Laurilion Caves - Stage #4,66,,20,607,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9360,Forgotten Future - Stage #1,66,,20,607,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9361,Forgotten Future - Stage #2,66,,20,607,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9362,Forgotten Future - Stage #3,66,,20,607,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9363,Forgotten Future - Stage #4,66,,20,607,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9364,Preemptive Strike - Stage #1,66,,20,609,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9365,Preemptive Strike - Stage #2,66,,20,609,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9366,Preemptive Strike - Stage #3,66,,20,609,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9367,Preemptive Strike - Stage #4,66,,20,609,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9368,The Dragon Gate - Stage #1,66,,20,609,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9369,The Dragon Gate - Stage #2,66,,20,609,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9370,The Dragon Gate - Stage #3,66,,20,609,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9371,The Dragon Gate - Stage #4,66,,20,609,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9372,Lair of the Dead - Stage #1,66,,20,609,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9373,Lair of the Dead - Stage #2,66,,20,609,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9374,Lair of the Dead - Stage #3,66,,20,609,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9375,Lair of the Dead - Stage #4,66,,20,609,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9376,Starbrook Falls - Stage #1,66,,20,610,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9377,Starbrook Falls - Stage #2,66,,20,610,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9378,Starbrook Falls - Stage #3,66,,20,610,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9379,Starbrook Falls - Stage #4,66,,20,610,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9380,Ellyrion Stables - Stage #1,66,,20,610,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9381,Ellyrion Stables - Stage #2,66,,20,610,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
